sales_name;success_rate;information
Yuni Najmudin;0.0;Sales Yuni Najmudin berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 4, L2 = 5, L3 = 2 dan L4 = 0.
Cinthia Sinaga, S.Psi;0.0;Sales Cinthia Sinaga, S.Psi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 3 dan L4 = 0.
Hilda Suryatmi;0.0;Sales Hilda Suryatmi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 3, L2 = 7, L3 = 3 dan L4 = 0.
Surya Hardiansyah;0.0;Sales Surya Hardiansyah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 4 dan L4 = 0.
T. Galih Uyainah, S.Pt;0.0;Sales T. Galih Uyainah, S.Pt berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 6, L2 = 3, L3 = 0 dan L4 = 0.
Harto Lestari, S.Psi;0.0;Sales Harto Lestari, S.Psi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 4 dan L4 = 0.
T. Jail Januar;0.0;Sales T. Jail Januar berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 2 dan L4 = 0.
T. Niyaga Gunarto;0.0;Sales T. Niyaga Gunarto berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 3 dan L4 = 0.
Shakila Haryanti, S.Farm;0.0;Sales Shakila Haryanti, S.Farm berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 7, L3 = 2 dan L4 = 0.
Indah Sihombing;0.0;Sales Indah Sihombing berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 6, L2 = 1, L3 = 4 dan L4 = 0.
Gamanto Setiawan;0.0;Sales Gamanto Setiawan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 7, L3 = 2 dan L4 = 0.
Karimah Kuswandari;0.0;Sales Karimah Kuswandari berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 2 dan L4 = 0.
Karta Najmudin;0.0;Sales Karta Najmudin berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 5 dan L4 = 0.
Titi Padmasari;0.0;Sales Titi Padmasari berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 1 dan L4 = 0.
Rafid Palastri;0.0;Sales Rafid Palastri berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 1, L2 = 5, L3 = 1 dan L4 = 0.
Rafi Wacana;0.0;Sales Rafi Wacana berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 4, L2 = 0, L3 = 3 dan L4 = 0.
Ellis Wibisono;0.0;Sales Ellis Wibisono berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 2, L2 = 5, L3 = 4 dan L4 = 0.
Edward Hidayat;0.0;Sales Edward Hidayat berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 4, L3 = 2 dan L4 = 0.
Edi Halim;0.0;Sales Edi Halim berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 2, L2 = 0, L3 = 4 dan L4 = 0.
Devi Suryono;0.0;Sales Devi Suryono berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 0 dan L4 = 0.
Dasa Wijaya;0.0;Sales Dasa Wijaya berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 5, L3 = 3 dan L4 = 0.
Mahdi Kurniawan, M.Kom.;0.0;Sales Mahdi Kurniawan, M.Kom. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 4, L3 = 1 dan L4 = 0.
Martana Handayani;0.0;Sales Martana Handayani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 2 dan L4 = 0.
Cut Jelita Lazuardi, S.I.Kom;0.0;Sales Cut Jelita Lazuardi, S.I.Kom berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 2 dan L4 = 0.
R. Indra Andriani, S.Psi;0.0;Sales R. Indra Andriani, S.Psi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 0, L2 = 1, L3 = 5 dan L4 = 0.
Lantar Pranowo;0.0;Sales Lantar Pranowo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 9, L2 = 2, L3 = 2 dan L4 = 0.
